playerRegion,playerLanguage,playerNumberOfDaysOld,numberOfGuesses,countryFlagEmoji,deviceAlternateLanguage,deviceIdentifierForVendor
FR,fr,45,3.0,🇧🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,4.0,🇧🇶,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇧🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,4.0,🇧🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,6.0,🇧🇻,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,4.0,🇮🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,2.0,🇧🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇧🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,5.0,🇧🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,4.0,🇧🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,4.0,🇰🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇨🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇨🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇨🇻,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇰🇾,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇨🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,3.0,🇹🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,3.0,🇨🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇨🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,3.0,🇨🇽,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,2.0,🇨🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇨🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,2.0,🇰🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,3.0,🇨🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,3.0,🇨🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇨🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,3.0,🇨🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇨🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,4.0,🇭🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇨🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,3.0,🇨🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇨🇾,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,3.0,🇨🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇩🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,3.0,🇩🇯,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,2.0,🇩🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,3.0,🇩🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,3.0,🇪🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇪🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,2.0,🇸🇻,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,2.0,🇬🇶,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,4.0,🇪🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇪🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,45,1.0,🇪🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,1.0,🇮🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,4.0,🇹🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,1.0,🇩🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,3.0,🇬🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,3.0,🇦🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,1.0,🇲🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,6.0,🇲🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,1.0,🇭🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,1.0,🇺🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,4.0,🇳🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,2.0,🇧🇧,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,2.0,🇭🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,3.0,🇪🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,4.0,🇺🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,5.0,🇹🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,1.0,🇧🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,3.0,🇲🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,2.0,🇹🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,2.0,🇲🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,1.0,🇬🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,1.0,🇵🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,4.0,🇲🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,2.0,🇩🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,1.0,🇳🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,4.0,🇲🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,3.0,🇬🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,1.0,🇬🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,2.0,🇫🇯,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,1.0,🇹🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,3.0,🇦🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,5.0,🇸🇯,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,3.0,🇯🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,2.0,🇳🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,3.0,🇫🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,1.0,🇪🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,4.0,🇨🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,1.0,🇬🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,3.0,🇦🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,3.0,🇦🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,3.0,🇬🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,2.0,🇲🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,4.0,🇱🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,5.0,🇵🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,2.0,🇦🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,4.0,🇭🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,4.0,🇳🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,5.0,🇧🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,3.0,🇨🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,1.0,🇮🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,1.0,🇪🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,5.0,🇮🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,1.0,🇨🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,3.0,🇬🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,1.0,🇦🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,3.0,🇱🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,1.0,🇬🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,2.0,🇪🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,4.0,🇬🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,3.0,🇮🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,2.0,🇹🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,1.0,🇲🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,5.0,🇵🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,3.0,🇼🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,3.0,🇦🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,1.0,🇲🇽,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,1.0,🇧🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,5.0,🇸🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,2.0,🇵🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,5.0,🇶🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,3.0,🇧🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,2.0,🇱🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,1.0,🇬🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,2.0,🇸🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,4.0,🇹🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,1.0,🇨🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
MX,es,45,2.0,🇷🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,3.0,🇸🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,1.0,🇳🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,4.0,🇦🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,2.0,🇵🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,2.0,🇭🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,2.0,🇦🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
US,en,45,3.0,🇸🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
AF,en,10,1.0,🇦🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
AX,en,10,1.0,🇦🇽,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
AL,en,10,1.0,🇦🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
DZ,en,10,1.0,🇩🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
AD,en,10,1.0,🇦🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
AO,en,10,1.0,🇦🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
AI,en,10,1.0,🇦🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
AQ,en,10,1.0,🇦🇶,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
AG,en,10,1.0,🇦🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
AR,es,10,1.0,🇦🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
AM,en,10,1.0,🇦🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
AW,en,10,1.0,🇦🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
AU,en,10,1.0,🇦🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
AT,de,10,1.0,🇦🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
AZ,en,10,1.0,🇦🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BS,en,10,1.0,🇧🇸,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BH,ar,10,1.0,🇧🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BD,en,10,1.0,🇧🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BB,en,10,1.0,🇧🇧,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BY,en,10,1.0,🇧🇾,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BE,fr,10,1.0,🇧🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BZ,en,10,1.0,🇧🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BJ,fr,10,1.0,🇧🇯,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BM,en,10,1.0,🇧🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BT,en,10,1.0,🇧🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BO,es,10,1.0,🇧🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BQ,en,10,1.0,🇧🇶,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BA,en,10,1.0,🇧🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BW,en,10,1.0,🇧🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BV,en,10,1.0,🇧🇻,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BR,pt,10,1.0,🇧🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
IO,en,10,1.0,🇮🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BN,en,10,1.0,🇧🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BG,en,10,1.0,🇧🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BF,fr,10,1.0,🇧🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
BI,fr,10,1.0,🇧🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
KH,en,10,1.0,🇰🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CM,fr,10,1.0,🇨🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CA,en,10,1.0,🇨🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CV,en,10,1.0,🇨🇻,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
KY,en,10,1.0,🇰🇾,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CF,fr,10,1.0,🇨🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TD,fr,10,1.0,🇹🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CL,es,10,1.0,🇨🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CN,zh,10,1.0,🇨🇳,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CX,en,10,1.0,🇨🇽,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CC,en,10,1.0,🇨🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CO,es,10,1.0,🇨🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
KM,fr,10,1.0,🇰🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CG,fr,10,1.0,🇨🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CD,fr,10,1.0,🇨🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CK,en,10,1.0,🇨🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CR,es,10,1.0,🇨🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CI,fr,10,1.0,🇨🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
HR,en,10,1.0,🇭🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CU,es,10,1.0,🇨🇺,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CW,en,10,1.0,🇨🇼,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CY,en,10,1.0,🇨🇾,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
CZ,en,10,1.0,🇨🇿,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
DK,en,10,1.0,🇩🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
DJ,fr,10,1.0,🇩🇯,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
DM,en,10,1.0,🇩🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
DO,es,10,1.0,🇩🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
EC,es,10,1.0,🇪🇨,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
EG,ar,10,1.0,🇪🇬,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
SV,es,10,1.0,🇸🇻,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GQ,fr,10,1.0,🇬🇶,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
ER,en,10,1.0,🇪🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
EE,en,10,1.0,🇪🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
ET,en,10,1.0,🇪🇹,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FK,en,10,1.0,🇫🇰,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FO,en,10,1.0,🇫🇴,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FJ,en,10,1.0,🇫🇯,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FI,en,10,1.0,🇫🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
FR,fr,10,1.0,🇫🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GF,fr,10,1.0,🇬🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
PF,en,10,1.0,🇵🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
TF,en,10,1.0,🇹🇫,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GA,fr,10,1.0,🇬🇦,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GM,en,10,1.0,🇬🇲,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GE,en,10,1.0,🇬🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
DE,de,10,1.0,🇩🇪,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GH,en,10,1.0,🇬🇭,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GI,en,10,1.0,🇬🇮,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GR,el,10,1.0,🇬🇷,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GL,en,10,1.0,🇬🇱,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GD,en,10,1.0,🇬🇩,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
GP,en,10,1.0,🇬🇵,none,FFFFFFFF-FFFF-FFFF-FFFF-FFFFFFFFFFFF
